"unitid","revenue","expenditure","enrollment","partic","women"
198066,4327.365,4327.365,386.30303030303,683,0
198084,172.65,172.851,241,75,0
198118,162.485,162.485,521.666666666667,53,0
198136,21006.737,21006.742,1574.2,706,0
198154,709.349,709.349,1678.8,188,0
198215,9304.833,9304.129,584.2,832,0
198233,470.447,470.447,760.8,94,0
198251,118.165,118.165,726.8,55,0
198303,7321.874,7322.174,675.967741935484,537,0
198321,12,13.927,199,5,0
198385,24490.494,22897.998,916.8,804,0
198419,202596.192,142941.922,3269.8,1378,0
198464,31200.172,28322.145,8390.6,678,0
198507,1401.845,1294.322,588,110,0
198516,21020.889,21020.889,2387.6,343,0
198534,212.091,216.463,1778.16666666667,87,0
198543,2029.344,2029.344,1248.6,99,0
198561,15171.293,15154.137,688.6,871,0
198598,1982.519,1963.994,402.724137931034,497,0
198613,2912.512,2812.71,656,685,0
198622,175.926,174.926,2151.2,69,0
198695,27401.718,26040.066,1847.2,1020,0
198747,139.495,139.495,54,25,0
198756,4277.541,4261.945,525.470588235294,361,0
198774,141.636,140.288,531.75,45,0
198808,7726.076,7709.343,313.560975609756,759,0
198817,253.292,252.642,328.4,67,0
198835,12554.118,12554.118,627.432432432432,1199,0
198862,2973.37,2973.37,588.571428571429,326,0
198871,1979.457,1979.457,402.4,479,0
198899,5674.544,5580.67,545.393939393939,862,0
198969,3778.164,3770.105,940,946,0
199032,10943.782,10921.324,299.2,987,0
199069,10067.786,9811.33,583.6,1324,0
199102,11975.055,12017.813,3953.11111111111,526,0
199111,10092.112,10092.112,1325,580,0
199120,137369.825,80422.274,7401.4,1516,0
199139,26956.968,26956.968,10932.5833333333,983,0
199148,16728.712,16461.275,4715.6,604,0
199157,10841.372,11758.262,1727.8,492,0
199193,92487.643,75680.488,11542.4,908,0
199209,2041.923,1974.139,752.647058823529,460,0
199218,20773.548,20692.014,4777,573,0
199272,1719.535,1651.784,386.62962962963,428,0
199281,3285.07,3062.01,1908.16666666667,631,0
199306,6326.166,5818.923,354.789473684211,904,0
199412,19358.602,19358.602,470.394736842105,1279,0
199458,280.241,267.001,82,106,0
199582,2953.503,2918.358,454.384615384615,355,0
199634,144.379,133.93,579.285714285714,74,0
199643,4739.449,4739.45,571.666666666667,231,0
199698,10388.848,7824.697,315.763157894737,517,0
199768,56.934,56.934,419.333333333333,16,0
199847,67577.733,66640.279,2363,799,0
199856,529.252,526.9,3729,228,0
199865,934.963,934.963,240.083333333333,256,0
199962,14858.927,14006.7,938.8,1202,0
199971,65.12,60.899,38,28,0
199999,1902.717,2366.488,1182.375,109,0
200004,8151.786,8151.786,3747.8,644,0
200022,589.635,589.635,1297.14285714286,90,0
200059,2128.996,2128.996,394.777777777778,470,0
200086,136.94,136.94,62.5,28,0
200156,6436.78,6436.78,445.538461538462,759,0
200192,666.944,666.944,245.833333333333,74,0
200217,5457.695,5457.695,667.4,707,0
200226,1013.169,1013.169,278.6,128,0
200253,3530.21,3478.147,768.2,364,0
200280,23827.178,22997.491,4572.75,661,0
200305,1088.323,1087.706,1058.8,71,0
200314,526.606,526.606,185.2,79,0
200332,13727.663,13727.663,5770.4,715,0
200341,1191.178,1191.178,257.4,66,0
200484,200.628,191.993,88.2,79,0
200527,251.65,251.65,185.4,48,0
200554,458.509,458.509,133.4,70,0
200572,2244.58,2089.621,378,419,0
200800,25737.832,25737.832,7008.2,941,0
201104,7107.67,7107.67,1342.36,1070,0
201195,3787.382,3787.382,1349,1053,0
201371,1597.205,1597.205,357.166666666667,538,0
201441,16415.51,16415.51,5626.8,242,0
201469,302.083,302.083,117,43,0
201548,2688.502,2626.41,961.481481481482,777,0
201645,4889.287,4684.082,2771,1197,0
201654,6158.999,6158.999,1496.2,959,0
201690,2561.16,2561.16,740,298,0
201858,3609.633,3609.633,345.388888888889,302,0
201885,48560.408,48560.408,11728,751,0
201928,761.773,699.43,1356.5,70,0
201946,289.286,280.753,708.6,179,0
201964,3094.504,3094.504,767.304347826087,532,0
201973,167.817,163.068,491.8,66,0
202134,17890.093,18020.84,4341.8,522,0
202222,690.35,695.39,2916.64285714286,131,0
202356,841.09,841.09,2121.6,63,0
202480,76056.419,42141.131,4205.2,357,0
202514,2040.789,1856.14,289.090909090909,514,0
202523,7072.412,7072.412,1032,1184,0
202648,510.596,512.204,253.6,78,0
202763,12344.317,12085.447,843.4,1079,0
203085,2444.549,2434.51,543.75,944,0
203128,2636.919,2636.919,397.75,442,0
203155,153.427,155.836,1210.6,94,0
203368,4095.724,4095.724,1520.4,1326,0
203483,30.876,31.103,272,15,0
203517,14085.407,16602.932,7208.4,594,0
203535,4969.783,4969.783,764.8,1356,0
203580,7275.529,7275.529,368.727272727273,746,0
203599,493.896,493.896,701.142857142857,113,0
203748,313.271,281.36,1175.6,106,0
203757,7460.966,7393.151,320.411764705882,600,0
203775,7911.157,7911.157,452.25,1029,0
203845,3452.389,3090.477,626.033333333333,640,0
204024,18634.197,18567.428,8048,603,0
204185,3482.611,3482.611,1080.27027027027,1734,0
204194,5121.769,3847.533,575.961538461538,718,0
204200,3033.827,3033.827,478.5,723,0
204264,2145.339,2056.053,649.794871794872,898,0
204468,9071.861,9071.861,649.75,1137,0
204486,7003.873,7003.873,2734.375,628,0
204501,4211.653,4045.172,1209.25,929,0
204617,5100.671,4757.47,466.6,643,0
204635,6422.621,6422.621,1150.02272727273,1449,0
204796,124434.533,137355.856,21630.4,2001,0
204857,16062.936,16862.141,7953,132,0
204909,5080.461,5085.436,729.8,1151,0
204936,2944.868,2881.603,867.4,1053,0
204945,721.124,701.83,1193,92,0
205203,5582.922,5454.035,273.4,646,0
205443,2714.493,2680.604,1296.34615384615,723,0
205470,474.596,474.316,2493.6,56,0
205957,1412.069,1412.069,801.4,530,0
205966,149.404,147.301,253.833333333333,66,0
206011,100,98.209,288,20,0
206048,11919.767,11854.035,949.59375,1527,0
206084,16271.014,16271.014,6509.4,171,0
206330,3171.833,3171.833,176,214,0
206437,10346.808,9771.992,725,1253,0
206491,1219.757,1209.054,219.545454545455,130,0
206507,2338.08,2338.083,522.827586206897,729,0
206525,5218.306,5061.449,772.307692307692,1223,0
206589,4265.633,4014.494,902.8,1309,0
206604,19988.341,19988.341,4301.38888888889,344,0
206613,191.863,191.518,352,51,0
206622,68677.792,48287.634,2066.8,747,0
206695,11916.648,11916.648,4175.2380952381,703,0
206817,5434.945,5412.454,452.5,492,0
206835,8843.379,8843.379,300.903225806452,674,0
206862,8422.398,7817.145,730.2,713,0
206914,3625.029,3612.386,1130.76470588235,264,0
206923,183.309,175.134,417.25,24,0
206941,3401.766,3262.91,4177.2,126,0
206996,1097.69,1097.69,414.4,60,0
207041,2767.381,2509.177,1170.84615384615,261,0
207050,1658.53,1647.1,295.4,189,0
207069,1091.373,1091.373,236.333333333333,98,0
207157,912.762,912.762,159.4,227,0
207209,1668.197,1668.227,683.727272727273,141,0
207236,1340.06,1326.88,412.6,230,0
207263,4591.61,4591.61,1929.8,295,0
207281,3336.802,3336.802,813.6,282,0
207290,1726.484,1657.024,696.166666666667,278,0
207306,3296.446,3184.635,604.8,518,0
207324,9721.947,9138.638,884,781,0
207351,2806.512,2635,479.722222222222,259,0
207388,62923.69,50658.804,9104.2,510,0
207403,11309.696,11309.696,706.2,890,0
207458,12465.567,11783.543,518.8,661,0
207500,66277.668,81108.749,9224.2,821,0
207582,22415.362,20101.178,1098.4,708,0
207661,7151.435,7151.435,944.6,526,0
207670,838.077,836.577,1064.16666666667,111,0
207689,2217.606,2217.606,198.5,206,0
207722,6045.987,6043.836,247.0625,373,0
207740,1791.442,1791.442,333.615384615385,143,0
207847,3410.002,3367.674,1167.8,230,0
207856,4308.5,4308.5,294.88,416,0
207865,3706.284,3706.284,1524.8,237,0
207971,46261.525,46261.525,1801.35483870968,808,0
208035,1443.438,1432.414,262.8,244,0
208275,1240.709,1204.516,326,218,0
208390,671.503,650.098,2002.6,178,0
208406,966.263,916.022,1244.6,205,0
208488,6079.617,5998.564,349.5,485,0
208646,4892.366,4893.144,666.210526315789,806,0
208725,107.924,107.924,59.3333333333333,14,0
208822,3816.155,3709.879,1056.83783783784,847,0
209038,1519.348,1394.566,1742.47368421053,386,0
209056,2588.546,2588.546,776.166666666667,511,0
209065,2974.245,2889.636,576.4,776,0
209074,482.43,461.228,1394.6,69,0
209250,787.772,751.63,1329.4,188,0
209287,3137.305,3132.305,176.090909090909,219,0
209409,3513.48,3513.48,171.321428571429,478,0
209506,5762.266,5699.114,1310,477,0
209542,38538.578,40293.429,9831.4,502,0
209551,55973.462,68190.454,8276.2,624,0
209612,4073.675,4073.675,712,891,0
209746,762.403,748.372,5331,193,0
209807,9312.819,9312.819,6236.94117647059,541,0
209825,30411.023,30445.374,1493,686,0
209940,348.441,348.441,728.166666666667,95,0
210146,4641.44,4641.44,1385.4,722,0
210155,2564.956,2564.956,486.764705882353,609,0
210234,1759.924,1759.924,409,485,0
210270,637.292,611.771,274,175,0
210304,4689.253,4689.253,182.173913043478,521,0
210331,11321.043,11321.043,362.4,569,0
210401,3840.865,3814.699,724,570,0
210429,4210.186,4173.962,1491.4,584,0
210492,1122.379,1122.38,140.782608695652,352,0
210571,2124.91,2124.91,805.4,779,0
210605,141.618,140.748,2619.25,88,0
210669,3829.943,3829.943,816.677419354839,905,0
210739,3295.108,3218.671,754.285714285714,722,0
210775,1619.404,1553.948,527.382352941176,719,0
211024,344.702,345.702,172.6,253,0
211079,339.712,339.712,414.75,41,0
211088,2985.465,2985.465,671.358974358974,801,0
211158,4361.433,4406.626,3333.8,628,0
211291,28735.885,28735.885,1741.6,1477,0
211307,170.069,170.069,1340.42857142857,186,0
211343,144.812,144.812,667.4,47,0
211352,2449.655,2101.451,540.363636363636,657,0
211361,5488.099,5484.631,2080.19047619048,486,0
211431,2541.694,2541.694,167.222222222222,325,0
211440,4651.239,4622.487,3245.2,1253,0
211477,337.596,295.667,122.230769230769,157,0
211556,2208.883,2187.549,247.666666666667,426,0
211583,4155.168,4176.517,426.6,606,0
211608,1449.796,1419.026,296.125,219,0
211644,3055.178,3107.004,1247.4,225,0
211927,64.24,64.24,1621,22,0
211981,1803.019,1803.019,699.526315789474,677,0
212009,3759.858,3384.47,968.612244897959,1178,0
212054,37978.182,37432.932,7568.4,1071,0
212106,33018.408,33018.408,2128.2,497,0
212115,5245.035,5230.75,2343.4375,691,0
212133,3235.167,3019.15,519.75,876,0
212160,3411.694,3411.694,1606.8,402,0
212197,3020.962,3020.962,619.542857142857,1099,0
212577,6144.88,6109.109,1043.24489795918,1083,0
212601,10053.806,9760.677,1103.4375,706,0
212656,2184.13,2208.334,644.272727272727,812,0
212674,4097.299,4097.299,1141.2,1203,0
212832,1498.679,1498.679,428.882352941176,588,0
212869,5630.765,5630.765,209.8,231,0
212878,102.989,102.989,2288.4,87,0
212911,3897.803,3897.803,615.4,1254,0
212984,3623.287,3612.2,393.8,417,0
213011,1271.525,1175.706,273.775,566,0
213020,6289.461,5505.8,3946.4,570,0
213233,2.016,2.016,327,6,0
213251,2734.588,2611.832,602.926829268293,700,0
213303,1518.657,1518.657,456.705882352941,678,0
213321,3084.477,3084.477,1065.57142857143,918,0
213349,4135.725,3657.916,3213.23529411765,615,0
213358,779.618,751.171,523.8,256,0
213367,26371.131,25945.869,1299.68421052632,1027,0
213376,797.495,694.839,661,162,0
213385,21353.07,21353.07,1249.62068965517,1004,0
213400,1362.226,1318.168,435.62962962963,439,0
213507,3335.146,3264.373,746.125,1148,0
213525,209.965,185.038,1093.14285714286,101,0
213543,26361.74,26361.74,2741,1328,0
213598,2775.018,2775.018,629.4,347,0
213613,4924.456,4826.881,1353.375,521,0
213659,264.712,261.41,1036,68,0
213668,2943.195,2560.114,571.4,578,0
213774,393.742,393.742,143.818181818182,109,0
213783,2230.944,2230.944,688.2,328,0
213826,1866.889,1859.286,551.341463414634,669,0
213987,23618.656,23618.656,1006.4,1051,0
213996,3058.338,2583.593,1038.66666666667,1071,0
214041,3956.4,3956.401,2518.6,299,0
214069,2657.23,2635.179,579.157894736842,1047,0
214111,274.563,279.234,1784.6,173,0
214157,3027.357,2925.387,770.2,904,0
214166,896.511,896.511,319.4,350,0
214175,3065.707,2741.455,895.8,915,0
214272,2815.904,2815.904,529.895833333333,732,0
214379,313.259,313.259,2020,207,0
214591,2879.799,2793.891,2645,1079,0
214625,81.333,81.333,328,29,0
214643,118.74,117.015,278.285714285714,85,0
214652,277.02,277.073,435.692307692308,165,0
214670,259.914,259.914,405.666666666667,116,0
214689,867.898,867.898,1835.96296296296,395,0
214698,235.128,235.548,350.4,197,0
214704,586.642,586.642,1413.8,298,0
214713,1473.569,1493.955,2319.06666666667,579,0
214731,570.282,563.777,693.25,329,0
214740,238.203,225.125,284.272727272727,102,0
214759,332.253,320.307,253.4,178,0
214768,233.207,233.207,347.444444444444,161,0
214777,101179.63,101736.813,23995.6,1725,0
214786,412.83,410.83,270,168,0
214795,417.908,331.983,293.642857142857,166,0
214801,1216.564,1216.564,1635.4,291,0
214810,234.394,234.394,248,206,0
214829,179.161,179.161,476,71,0
215062,27558.068,27471.157,4877,1734,0
215099,3950.973,3980.381,779.857142857143,242,0
215114,576.789,555.081,332.190476190476,367,0
215132,2690.949,2690.949,499.6,225,0
215239,356.917,356.917,2076.63636363636,139,0
215266,1755.103,1741.131,579.714285714286,295,0
215275,611.007,586.637,657.8,248,0
215284,3237.625,3237.625,1459.4,614,0
215293,81631.162,70007.14,8703.4,715,0
215309,100.449,100.449,94.75,45,0
215442,6043.988,6029.213,1084,762,0
215655,24698.338,24698.338,2179.8,565,0
215691,683.872,669.603,170.636363636364,344,0
215743,17356.132,17356.132,564.289473684211,878,0
215770,40149.944,40149.944,2061.2,1484,0
215798,3563.429,3563.429,839.027777777778,891,0
215929,4650.192,4650.192,1523.61538461538,993,0
215947,9162.421,9162.42,539.6,857,0
216010,5779.487,5731.392,2597.8,759,0
216038,4031.679,4249.864,3119.2,719,0
216278,3542.719,3525.278,970.555555555556,1141,0
216287,4688.02,4211.31,773,1103,0
216296,46.509,37.553,1037.2,33,0
216339,43269.438,43269.438,12202.8,588,0
216357,2246.571,2246.571,435.6,750,0
216366,2952,3084.168,837.5,183,0
216524,4106.34,4106.34,720.8,1048,0
216542,346.314,344.814,270,195,0
216551,196.875,196.875,249,153,0
216597,90602.678,81718.825,3058.8,1162,0
216667,3149.196,3110.63,676.4,842,0
216694,1798.111,1798.111,548,731,0
216764,8845.2,7616.569,5203.2,720,0
216807,2784.776,2751.444,525.886363636364,1014,0
216825,286.733,286.733,872.9,159,0
216852,3940.511,3835.91,1314.25,1229,0
216931,3630.372,3320.54,1170.78048780488,722,0
217013,970.76,970.76,100.928571428571,226,0
217059,2964.163,2683.254,1714.02380952381,1195,0
217156,27676.018,27676.018,3129.2,1774,0
217165,24549.137,24549.137,2053.8,1139,0
217235,4749.895,4709.895,2755.2,790,0
217402,82113.036,82113.036,1721.40740740741,844,0
217420,2213.495,2202.079,1670.39393939394,481,0
217475,1268.144,998.798,2519.57142857143,242,0
217484,32297.648,31850.412,5564.2,758,0
217518,2588.864,2470.167,1919.77777777778,799,0
217536,2462.817,2462.817,657.2,655,0
217624,1582.415,1582.415,311.538461538462,246,0
217633,6573.736,6423.563,794,648,0
217688,10536.585,10536.584,1027.8,558,0
217721,4769.929,4758.466,1066.8,368,0
217749,1976.401,1976.401,1046.95652173913,349,0
217776,5402.584,5402.584,386.6,576,0
217819,22985.417,22985.417,3228,358,0
217864,2419.477,2507.395,2317.875,638,0
217873,3033.512,3033.511,627.105263157895,316,0
217882,63243.755,65621.736,9434.6,777,0
217891,869.314,864.47,105.8,72,0
217907,8671.525,8594.95,401.170731707317,938,0
217925,2651.642,2610.796,240.8,385,0
217989,283.72,276.011,154.8,66,0
217998,6362.842,6362.842,351.037037037037,861,0
218061,5146.06,5153.944,947.4,394,0
218070,36618.292,33956.341,1084.2,924,0
218229,10543.198,8995.74,845.954545454545,465,0
218238,14323.784,14323.784,936,1341,0
218399,603.128,603.128,287.6,150,0
218414,7304.188,7550.36,640.566666666667,864,0
218441,8489.352,7710.763,985.6,996,0
218539,12796.141,12796.141,473.692307692308,368,0
218645,5102.107,5130.829,944.2,245,0
218654,1809.667,1761.769,573.1875,277,0
218663,57799.115,73095.139,11346.8,818,0
218672,366.735,259.413,302.4,112,0
218681,366.755,380.575,200.571428571429,201,0
218690,192.542,178.283,228.666666666667,50,0
218706,105.698,102.791,129,20,0
218724,22670.076,22670.076,4108.8,549,0
218733,6574.629,6211.516,1079.8,422,0
218742,11371.804,11371.804,1504.4,708,0
218821,1685.622,1685.622,416.75,473,0
218919,1027.519,1075.387,196.6,138,0
218964,16586.935,16046.871,1364.2,717,0
218973,18132.759,18132.759,792.2,675,0
219000,6910.237,6910.237,617.8,720,0
219046,3517.418,3667.268,779.8,582,0
219082,1979.079,1872.856,958.733333333333,510,0
219091,4659.886,4125.831,317,607,0
219198,3057.487,3057.487,186.826086956522,621,0
219259,5036.216,4636.331,560.8,507,0
219277,192.347,192.347,278,78,0
219295,2512.495,2469.614,227.461538461538,297,0
219347,3424.89,3345.459,1590.41176470588,577,0
219356,14121.619,14121.619,4125.34782608696,892,0
219383,5136.52,5104.097,406.6,849,0
219408,278.341,278.341,51.3333333333333,32,0
219471,12270.536,12270.536,1904.4,745,0
219602,9553.178,10467.881,2773.8,159,0
219709,27155.883,27155.883,2182,697,0
219718,8994.399,8138.237,1358.89189189189,516,0
219790,6102.874,6078.745,376.727272727273,614,0
219806,11192.107,10573.975,691.8,731,0
219824,1391.507,1391.507,1704.6,64,0
219833,6665.467,6629.276,662.8,568,0
219879,907.975,894.126,758.875,101,0
219888,631.793,631.793,1221.5,55,0
219949,8863.232,8637.543,670.206896551724,485,0
219976,22939.531,22893.977,1053.2,842,0
220057,582.618,582.618,427,73,0
220075,17242.292,17242.292,4052.54545454545,691,0
220181,1499.696,1499.696,238.533333333333,124,0
220206,273.753,287.796,103.714285714286,106,0
220215,6309.591,6101.814,551.913043478261,424,0
220312,841.022,831.62,128.272727272727,131,0
220400,527.077,527.077,850.8,54,0
220473,451.884,443.324,355.105263157895,256,0
220516,10462.106,10418.8,651.8,987,0
220598,2516.454,2516.454,678.578947368421,230,0
220604,1583.892,1583.892,265.2,135,0
220613,9232.468,9232.468,1412.2,560,0
220631,15206.793,15143.941,434.369565217391,853,0
220701,8549.925,8687.771,331.714285714286,375,0
220710,1849.164,1838.11,506.625,391,0
220862,65749.6,65749.6,5131.4,718,0
220978,25544.689,25544.689,7329,501,0
221096,968.453,972.045,1363.2,76,0
221351,4402.425,4266.922,862.6,955,0
221397,1268.226,1261.719,900,66,0
221485,1570.525,1569.471,1847.6,74,0
221519,4603.242,4570.077,809,951,0
221731,13619.194,13183.056,333.6,728,0
221740,13104.106,13104.106,3890.6,163,0
221759,88748.925,74167.734,10477.2,845,0
221768,8351.652,8144.889,2111.70588235294,461,0
221838,8546.938,9088.192,2133.2,469,0
221847,6962.891,6962.891,4575.63636363636,131,0
221892,6761.184,6706.996,599.6,541,0
221953,8581.469,8337.074,647.515151515152,847,0
221971,8123.063,7987.54,605.2,283,0
221999,64865.947,58712.968,3341.6,173,0
222053,641.711,641.711,2000.8,73,0
222062,781.325,781.325,1294.33333333333,96,0
222178,11952.508,12090.053,1407.8,564,0
222822,1693.496,1693.496,622.111111111111,184,0
222831,4988.507,4889.424,2279.4,598,0
222877,74.07,74.07,86.4,63,0
222983,1962.492,1962.492,606.37037037037,493,0
223232,70014.216,70014.218,5736.2,572,0
223320,642.525,626.373,495,64,0
223427,2091.308,2087.933,4867.625,212,0
223773,221.368,221.368,571.5,80,0
223898,288.58,288.58,583.666666666667,48,0
223922,1241.741,1230.907,254.2,243,0
224004,2661.884,2661.884,504.137931034483,615,0
224110,403.677,403.677,1222,39,0
224147,13498.02,13498.02,3183.8,498,0
224226,3806.639,3786.365,993.4,642,0
224244,281.756,308.688,113.428571428571,116,0
224323,2985.307,2985.307,644.037037037037,544,0
224527,3082.623,3082.623,569.6,622,0
224545,987.755,987.755,485.4,216,0
224554,7993.305,7840.745,2454.6,721,0
224642,581.976,573.78,3770.6,45,0
224891,1390.606,1390.606,192.8,143,0
225070,506.029,506.029,617.5,25,0
225247,3142.053,3184.186,734.25,593,0
225308,1961.835,1945.692,808.6,62,0
225371,1787.884,1777.282,599.4,321,0
225399,15506.832,15166.441,764.2,537,0
225502,1454.384,1357.198,629.4,204,0
225511,43376.351,43376.351,13169.8,830,0
225520,2734.148,2730.02,392.6,159,0
225548,1934.819,1852.706,461.263157894737,337,0
225575,1902.693,1847.894,390,287,0
225627,21165.838,20363.675,1661.74418604651,1097,0
225876,3048.948,2651.41,111.916666666667,335,0
225885,2834.864,2834.864,397.761904761905,389,0
226019,1929.826,1372.216,1061.2,58,0
226091,13751.229,13579.877,2585,504,0
226134,553.059,548.215,1269.8,37,0
226152,5520.505,5520.505,2051,308,0
226231,2370.445,2277.473,835.516129032258,573,0
226383,7333.246,7303.149,522.727272727273,488,0
226471,3571.765,3571.765,1105.31818181818,453,0
226578,2272.925,2331.007,1196.45454545455,133,0
226587,3435.879,3404.67,500.6,758,0
226806,1773.689,1773.689,581.4,58,0
226833,6178.631,6178.631,1706.8,338,0
226930,755.78,755.78,728.333333333333,202,0
227216,21148.389,20306.841,11962,580,0
227225,1449.626,1367.06,519.6,234,0
227304,2623.34,2623.34,788.8,228,0
227331,4608.376,4501.101,393.75,359,0
227368,15203.712,15203.712,7976.8,663,0
227386,1862.794,1818.071,400.6,144,0
227401,1704.937,1704.937,751,216,0
227429,798.996,784.551,210.076923076923,192,0
227526,8539.585,8539.585,2699.8,561,0
227687,4501.724,4496.56,447.5,547,0
227757,26813.824,26813.824,2025.6,555,0
227766,752.978,693.392,1803.4,256,0
227845,12980.716,12439.692,1334.2,431,0
227863,2926.508,2926.508,494.944444444444,297,0
227881,10295.029,10295.029,5618.8,590,0
227979,975.638,975.638,3001,42,0
228042,2349.626,2180.565,473.038461538462,552,0
228149,7829.553,7645.822,992.8,338,0
228158,3659.278,3656.705,2057.2,469,0
228246,63531.623,63531.623,3166.22222222222,519,0
228316,744.651,733.732,742.6,66,0
228325,3266.678,3243.803,693.4,367,0
228343,4195.742,3995.023,631.578947368421,797,0
228431,14174.712,14174.712,3404.4,628,0
228459,15036.544,14427.272,11634.2,525,0
228468,154.881,140.461,266,181,0
228486,864.324,852.982,64.4285714285714,93,0
228501,1505.576,1524.62,634.428571428571,298,0
228529,5467.537,5393.532,3188.8,393,0
228608,1123.899,1017.538,610.8,63,0
228705,5003.237,5003.237,2659,568,0
228723,61673.701,92347.164,23751.4,1155,0
228769,16720.283,16720.283,8530.36842105263,662,0
228778,97434.222,95908.03,17215,965,0
228787,2914.831,2972.767,8720.4,576,0
228796,34733.526,28449.375,6537.6,426,0
228802,4217.069,4169.847,2062.4,741,0
228875,85188.833,99162.125,3572.8,685,0
228884,1765.389,1856.789,528.444444444444,250,0
228981,3030.85,2841.343,642.4,633,0
229018,4290.202,4579.563,982.178571428571,565,0
229027,18791.852,18791.852,10408.8,718,0
229063,10621.029,10574.453,2677.6,424,0
229115,52894.167,66716.746,14504,816,0
229160,10856.446,10344.231,693.916666666667,401,0
229267,5388.004,5074.767,1093.2,916,0
229355,4637.329,4637.329,2466.2,292,0
229780,8364.167,8364.167,576.259259259259,762,0
229799,1197.937,1140.593,828,59,0
229814,9069.088,9055.387,2428.4,792,0
229832,5121.84,4946.462,255.6,578,0
229841,827.977,827.977,1453,137,0
229887,2203.231,2080.734,403.076923076923,193,0
230038,55551.355,62033.931,14286.4,1020,0
230047,746.475,746.475,981,57,0
230171,6166.787,6166.787,2522.16666666667,336,0
230597,2105.775,2105.775,1385.28571428571,233,0
230603,11511.395,11076.103,2761.8,746,0
230728,27627.899,27627.899,8207.4,941,0
230737,17464.526,15961.597,9534.6,996,0
230746,2930.087,2889.668,3456.55555555556,176,0
230764,48259.202,56364.266,9510.4,392,0
230782,14945.358,14945.358,4879.6,667,0
230807,7511.96,7365.472,781,865,0
230834,3328.445,3097.91,824.375,947,0
230898,513.029,513.029,229.928571428571,197,0
230913,1409.579,1364.459,491.322580645161,527,0
230931,567.001,561.382,569.875,220,0
230959,9195.753,9195.753,1200.2,1712,0
230995,5555.226,5555.226,1822.8,1070,0
231059,7273.926,7268.096,783.512820512821,737,0
231077,263.224,263.224,100.8,74,0
231086,627.68,631.164,148.357142857143,162,0
231165,650.191,638.658,575.75,208,0
231174,39764.063,36075.372,4231.6,1709,0
231420,1818.919,1818.919,478,397,0
231554,5483.526,5434.897,395.2,458,0
231581,3787.351,3787.351,828.606060606061,1008,0
231624,26897.459,26897.459,2638.2,1050,0
231651,814.507,814.507,899.25,209,0
231712,5444.415,5438.581,2119.21052631579,1261,0
231785,1541.287,1541.287,148.875,110,0
232025,2148.102,2148.102,478.928571428571,386,0
232043,2186.106,2186.106,363.470588235294,617,0
232089,2955.134,2955.134,652.194444444444,754,0
232186,33247.285,33247.285,9777,1115,0
232265,12730.748,11644.522,1169.6,482,0
232423,26095.108,26095.108,7660.4,318,0
232557,29332.56,29332.56,11469.2,722,0
232566,13253.206,13133.616,1263.8,357,0
232609,4675.831,4675.831,760.777777777778,1042,0
232672,151.814,151.814,208,59,0
232681,4757.674,4412.541,1373.90909090909,1246,0
232706,4549.987,4434.502,718.736842105263,657,0
232937,11568.55,11568.55,1490.2,502,0
232946,180.263,180.263,8694,64,0
232982,30358.912,30358.912,6868.4,461,0
233019,384.452,341.969,415.842105263158,294,0
233277,12959.162,13203.779,3348,358,0
233295,3815.455,3666.584,668.28125,715,0
233301,2391.818,2290.945,219.882352941176,663,0
233338,333.476,333.476,369.333333333333,34,0
233374,33060.148,33060.148,1419.2,395,0
233426,3653.738,3653.738,809.868421052632,944,0
233541,3705.681,3705.683,798.6,779,0
233611,3919.917,3919.917,426.583333333333,682,0
233648,110.795,110.795,381,36,0
233897,2470.289,2469.661,590.6,187,0
233921,60030.563,78552.025,15060.6,1007,0
234030,54368.397,41516.929,8042.4,661,0
234076,99974.804,95608.71,7152.18421052632,1298,0
234085,3389.027,3389.026,1502.73333333333,751,0
234137,1234.318,968.393,164.333333333333,130,0
234155,4154.909,4154.909,1663.4,434,0
234164,3971.71,3784.743,553,394,0
234173,3943.371,3854.597,512.4375,959,0
234207,6336.163,6133.366,930.4,1137,0
234669,960.074,908.889,1460.4,255,0
234711,446.566,451.297,593.285714285714,112,0
234827,5283.526,5130.762,4668.2,631,0
234845,236.813,223.267,603.2,55,0
234933,813.237,793.928,1909.4,301,0
234979,901.845,901.845,1511.4,238,0
235097,12545.982,13011.576,4376.8,609,0
235103,610.059,536.405,984,218,0
235149,728.541,758.293,1315.31578947368,256,0
235167,1460.093,1460.093,1343.75,228,0
235237,602.636,591.961,825.2,173,0
235316,86185.42,63205.491,2390.55555555556,997,0
235334,1008.147,998.147,440.928571428571,234,0
235343,382.769,382.769,1975.69230769231,180,0
235431,700.418,630.69,1157.8,218,0
235750,307.438,296.135,305.2,70,0
236133,4124.463,4124.463,306.235294117647,298,0
236188,360.106,355.235,1393.14285714286,169,0
236230,3623.435,3454.086,980.8,677,0
236258,1005.726,1005.726,384.4,190,0
236328,2827.405,2827.405,964.8,768,0
236452,5742.792,6524.563,544.4,672,0
236577,9265.832,9190.495,936.8125,461,0
236595,26122.684,26402.745,1722.6,755,0
236610,358.511,358.511,894.4,192,0
236638,810.079,810.079,812.380952380952,265,0
236656,575.328,557.449,1051.8,61,0
236708,2648.261,2428.797,1612.8,533,0
236753,534.47,553.055,1453.8,177,0
236887,1282.119,1282.119,860.8,329,0
236896,641.545,641.545,787.3,102,0
236939,34405.219,37640.776,10598.6,804,0
236948,64621.768,85251.098,13399,1166,0
