"unitid","revenue","expenditure","enrollment","partic","women"
155210,2692.751,2692.751,2401.69230769231,315,0
155292,2077.824,2077.824,760.4,213,0
155308,233.07,214.305,88.5,133,0
155317,90656.734,73526.587,8342,772,0
155335,6865.172,6865.172,332.2,358,0
155399,48475.012,48725.792,8822.4,665,0
155414,5658.015,5658.015,357.310344827586,689,0
155450,799.646,791.14,224.8,69,0
155496,502.829,494.714,120.636363636364,162,0
155511,4905.81,4905.81,450.8,744,0
155520,6803.829,6886.755,426.4,673,0
155566,1754.405,1736.322,265.8,522,0
155618,2105.272,2105.272,283.235294117647,555,0
155627,14553.914,14026.808,382.688888888889,1136,0
155681,5151.947,5103.125,2626.8,657,0
155715,1975.125,1952.587,334.526315789474,369,0
155812,3870.528,3870.528,341.68,686,0
155858,1600.816,1600.816,358.4,171,0
155900,6160.14,5913.532,352.333333333333,661,0
155937,5729.595,5628.827,331.291666666667,554,0
155973,5384.198,5360.538,312.833333333333,601,0
156082,5454.464,5357.758,1519.21428571429,607,0
156125,50034.578,45828.567,4047,913,0
156189,606.749,590.957,274.357142857143,167,0
156213,5529.812,5529.812,528.264705882353,590,0
156286,11904.016,11904.016,859,807,0
156295,1552.271,1552.271,687.4,480,0
156356,6360.475,6360.475,214.461538461538,461,0
156365,13700.171,13466.541,931.425925925926,1273,0
156408,3520.098,3520.098,691.2,1023,0
156541,11605.313,11605.313,881.45652173913,1104,0
156620,14325.361,14325.361,4574.625,600,0
156745,7817.203,7817.203,426.6,568,0
157058,2426.236,2387.9,476.727272727273,294,0
157076,5939.737,5932.673,374.916666666667,584,0
157085,156053.068,127496.054,9281.6,848,0
157100,1036.656,1036.656,269.421052631579,233,0
157216,12988.329,12806.492,768.111111111111,1148,0
157289,218305.12,124515.784,5626.6,873,0
157377,3442.852,3442.852,249.260869565217,445,0
157386,8826.052,8826.052,2310.6875,321,0
157401,18605.404,12636.67,2745,123,0
157447,16716.79,16716.79,3840.6,469,0
157535,7414.593,7414.593,547.368421052632,765,0
157757,1517.423,1505.056,257.8,505,0
157809,2128.178,1940.033,673.153846153846,840,0
157818,4281.37,4281.37,397.272727272727,728,0
157863,8598.542,8598.542,444,703,0
157951,18879.636,18879.636,5357,450,0
158431,1080.702,1079.319,1289,93,0
158477,1734.116,1734.116,220.653846153846,381,0
158662,823.341,823.341,1939.8,90,0
158802,3781.275,3769.762,296.4,215,0
159009,5716.206,5668.515,1492.2,400,0
159382,2194.857,2194.857,626.2,458,0
159391,46973.314,71192.313,10717,661,0
159407,823.463,823.463,506.5,91,0
159416,1732.415,1732.415,684.636363636364,193,0
159568,1736.489,1736.489,462.964285714286,432,0
159647,15432.501,15092.594,4189.2,469,0
159656,6999.771,6892.104,939.25,433,0
159717,9044.189,9024.931,2252.6,652,0
159939,7219.192,7219.192,2360.47619047619,412,0
159966,5059.082,4809.808,1750.58333333333,224,0
159993,10051.256,10051.256,1815.2,503,0
160038,8216.754,8216.752,1809.8,610,0
160612,8115.923,8115.924,3501.6,508,0
160621,5315.456,5437.563,1655.22222222222,381,0
160630,1758.169,1758.169,399.5,165,0
160649,905.054,905.054,591.4,69,0
160658,18092.869,18092.868,5613.4,553,0
160755,25895.066,30209.872,2807.11111111111,262,0
160904,5484.314,5484.314,570.1875,216,0
160977,9686.286,8503.703,896.037735849057,1683,0
161004,9559.796,8250.051,901.4,1565,0
161077,400.406,400.482,626.6,193,0
161086,10686.496,10686.496,915.4,1611,0
161217,292.743,292.743,438.727272727273,103,0
161226,1046.512,1046.512,550.363636363636,368,0
161235,1526.928,1526.928,201.846153846154,230,0
161244,549.821,549.799,135.2,164,0
161253,19429.038,19429.038,4293.2,866,0
161299,1810.305,1807.961,823.681818181818,525,0
161341,827.129,823.442,256.190476190476,271,0
161457,3469.82,3274.913,685,681,0
161518,1540.231,1503.173,350,636,0
161545,338.264,338.264,1239.6,186,0
161554,3094.123,3050.41,1617.4,976,0
161563,1448.824,1362.425,411.111111111111,522,0
161572,247.146,247.146,336.625,225,0
161688,147.617,147.617,514.333333333333,77,0
161767,597.988,487.374,1826.8,263,0
161864,749.754,749.754,531.833333333333,71,0
162007,3307.712,3206.334,1585.6,378,0
162104,421.728,413.841,376.222222222222,123,0
162122,533.544,533.544,1268.0625,222,0
162168,194.304,194.304,262.4,55,0
162210,1401.857,1377.738,272.2,192,0
162283,6210.191,6210.191,473,337,0
162557,376.531,355.979,961.090909090909,204,0
162584,3717.732,3717.732,2014.38461538462,1109,0
162609,457.877,457.877,241,74,0
162654,3804.241,3573.158,446.285714285714,672,0
162690,576.833,532.597,472.866666666667,230,0
162706,1091.19,1070.618,989.833333333333,391,0
162760,1916.597,1907.273,403.119047619048,699,0
162779,1022.427,994.052,1684.36363636364,448,0
162928,16220.328,15776.132,2793.6,1458,0
163046,28411.429,28411.429,1656,882,0
163268,22218.973,21949.976,5263.30769230769,1139,0
163286,82968.72,62873.328,14289,533,0
163338,8766.015,7419.926,1175.07142857143,418,0
163426,711.417,711.417,3784.07142857143,282,0
163453,13049.069,11273.874,2645.6,484,0
163462,19724.024,19724.024,810.321428571429,1188,0
163657,296.509,296.509,1370.11111111111,101,0
163851,4535.757,4177.111,3106.4,1083,0
163912,3366.855,3366.855,641.352941176471,651,0
163976,54.245,53.592,246.625,170,0
164076,18863.86,18863.86,6738,517,0
164173,6827.029,6827.029,1059.66666666667,1412,0
164216,4250.946,4250.946,578.6,697,0
164270,3768.582,3297.557,759.025641025641,878,0
164447,9451.127,9451.127,517.791666666667,969,0
164465,10048.238,9508.098,915.5,1381,0
164492,1050.491,1050.491,357.117647058824,362,0
164562,7434.964,6969.057,827.4,1032,0
164580,4534.71,4475.061,1193.96875,756,0
164720,1339.422,1321.256,705.304347826087,496,0
164739,7950.456,7910.711,2430.2,1222,0
164924,62914.697,68471.286,4458.6,1281,0
164988,63918.309,63918.309,6488,1549,0
165015,5447.738,5447.738,1482.4,952,0
165024,1834.776,1561.944,3192.0303030303,824,0
165033,242.938,239.767,1352.4,136,0
165112,576.593,560.882,1968.2,222,0
165334,2265.013,2251.234,872.714285714286,458,0
165529,1154.235,1154.235,914.8,474,0
165574,954.159,934.395,562.391304347826,451,0
165644,1198.13,1198.13,282.571428571429,382,0
165662,2988.129,2967.39,1501.2,461,0
165671,1787.225,1693.705,487.8,619,0
165699,3471.84,3471.84,1067.2,834,0
165802,1251.744,1251.744,388.4,192,0
165820,1009.222,982.771,1586.5,747,0
165866,720.518,639.206,1431,288,0
165936,2668.811,2668.811,572.2,563,0
166018,150.63,150.63,452.277777777778,211,0
166027,41057.654,41057.655,3611.2,2558,0
166124,32506.331,32506.331,1377.2,1614,0
166133,251.799,246.865,1118.34782608696,201,0
166391,1393.898,1321.888,595.8,645,0
166452,554.598,552.946,352.3125,337,0
166513,21966.65,21329.44,6380,1321,0
166629,34601.807,34601.807,11081,1041,0
166638,3093.311,3093.311,4373.3,733,0
166647,37.035,34.078,834.666666666667,19,0
166683,7836.614,7836.614,2388.87037037037,1508,0
166692,850.43,850.43,1395.8,725,0
166823,487.612,441.409,1451.06666666667,208,0
166850,27064.4,27064.4,1675.76470588235,1269,0
166948,1277.829,1277.829,402.5,189,0
167251,1032.815,1032.815,290.705882352941,232,0
167260,3882.757,3688.044,760.583333333333,962,0
167288,681.193,681.193,464.4,297,0
167358,53229.128,53229.128,6701.6,1256,0
167376,26.491,30.411,845.166666666667,29,0
167394,859.871,855.13,247.821428571429,373,0
167455,599.592,599.592,129.875,238,0
167534,168.534,168.533,1245.16666666667,76,0
167598,2056.044,2008.57,218.35,619,0
167631,346.193,328.321,203.909090909091,91,0
167729,1108.237,1108.24,2133.20833333333,511,0
167899,7103.585,7103.585,1063.2,1276,0
167905,385.73,385.73,1071.36363636364,268,0
167987,2153.165,1914.737,3064.4,821,0
167996,6931.791,6745.134,994.2,718,0
168005,1569.417,1569.417,2165.3,518,0
168148,7765.95,6789.371,2653.2,1792,0
168227,2655.834,2592.589,3097.4,566,0
168254,3446.655,3288.867,1606.4,587,0
168263,1298.775,1222.308,2152.4,791,0
168281,3722.686,3749.74,642.4,801,0
168290,282.47,282.47,127,113,0
168342,10596.038,10596.038,1042.5,1908,0
168421,4967.116,4568.616,2738.4,1286,0
168430,980.271,966.224,1648.14814814815,784,0
168528,4306.782,4306.782,863.326923076923,1269,0
168546,4454.983,4454.983,689,1254,0
168591,3546.495,3546.495,585.935483870968,909,0
168607,417.037,417.037,356.2,66,0
168740,319.234,314.23,601.4,170,0
168786,8917.353,8720.868,536.928571428571,1345,0
168883,399.959,356.406,305.333333333333,55,0
169080,4134.435,4095.765,1584.4,1290,0
169248,13266.257,13266.257,6631.8,555,0
169275,676.895,676.885,877.8,87,0
169327,2681.599,2681.599,174.863636363636,306,0
169363,7125.813,6921.698,373.630434782609,949,0
169479,9005.573,9005.573,1324.76923076923,788,0
169521,312.676,250.962,1309.8,71,0
169716,27876.246,27347.543,848.676470588235,972,0
169798,18360.114,18282.649,4851.66666666667,911,0
169910,6338.992,5608.274,4232.8,582,0
169974,267.987,242.574,140,73,0
169992,523.7,508.587,257.571428571429,97,0
170000,726.944,724.191,371.25,208,0
170037,5095.502,5068.365,509,778,0
170055,471.904,471.904,2092.2,112,0
170082,12110.361,12181.721,7742.8,1303,0
170091,407.531,285.512,62.6,74,0
170240,183.718,180.98,1767,38,0
170301,3770.666,3768.666,1166.2,1232,0
170444,909.807,909.807,813,225,0
170532,3714.956,3558.207,606,560,0
170541,328.663,328.663,1236.2,75,0
170550,244.235,244.235,433.857142857143,91,0
170587,163.167,163.167,179,63,0
170620,708.404,708.404,417,162,0
170639,4188.085,4188.085,851.333333333333,465,0
170657,1422.505,1244.665,2279.5,208,0
170675,9235.397,9174.685,1224,698,0
170790,584.528,485.709,2558.36363636364,137,0
170806,10922.538,7292.333,464,751,0
170842,492.84,492.84,165.5,81,0
170967,4333.832,4311.223,296,316,0
170976,96201.146,99764.262,14235,1599,0
171100,107169.443,83724.175,17351.2,1221,0
171128,6781.663,6253.161,3944.8,747,0
171137,1282.859,1255.406,2751.625,292,0
171155,470.135,446.362,614.923076923077,123,0
171304,1027.726,961.033,620.333333333333,334,0
171456,10025.091,9940.637,2839.58333333333,424,0
171492,10696.801,10696.801,1053.4,774,0
171535,498.404,497.904,1748.6,115,0
171571,20134.304,20035.593,5344.54166666667,729,0
171599,3505.337,3243.599,558.711538461538,846,0
172051,8161.932,8050.671,2638.29166666667,1040,0
172200,991.217,888.456,1436.5,234,0
172264,9534.955,9344.35,595.4,1135,0
172291,473.477,473.477,468.583333333333,118,0
172334,7690.684,7686.436,472.586206896552,730,0
172440,2911.115,2674.252,209.777777777778,384,0
172635,764.535,764.535,957,141,0
172644,9871.791,9871.791,5323.4,378,0
172699,16348.66,16348.66,7653.8,265,0
172963,461.802,461.802,1045.6,208,0
173045,4356.961,4356.961,976.692307692308,796,0
173063,93.291,93.291,515.5,39,0
173124,9336.096,9336.096,1519.6,277,0
173142,1680.011,1621.042,246.484848484848,544,0
173160,3471.171,3471.171,896.4,1148,0
173203,372.589,372.589,634,79,0
173258,4238.015,4063.425,999,1031,0
173300,3173.257,3173.257,842.4,1098,0
173328,4044.584,4044.584,654.315789473684,590,0
173416,386.986,385.404,890.2,139,0
173452,993.923,993.923,357.586206896552,468,0
173461,212.712,207.113,861.8,104,0
173559,168.759,168.759,1191,55,0
173638,291.899,285.359,484.333333333333,112,0
173647,5293.905,5293.905,975.6,1559,0
173665,4071.104,4071.104,807,1021,0
173735,255.484,250.558,364.833333333333,77,0
173805,211.928,211.928,353.6,73,0
173902,3570.859,3570.859,846.8,854,0
173920,16103.55,16053.567,5161.61904761905,709,0
173993,184.614,184.614,316.4,71,0
174066,104766.23,87748.822,13701,1225,0
174075,2833.558,2825.407,573.636363636364,135,0
174233,20888.812,17089.471,4597.2,760,0
174251,1685.016,1677.643,662.6,657,0
174358,3856.807,3783.411,1607,540,0
174437,861.066,861.07,393.484848484848,349,0
174473,308.564,299.641,609.2,77,0
174491,2190.719,2173.472,672.589743589744,641,0
174525,117.644,116.118,47,74,0
174604,191.106,191.106,74.8,68,0
174738,329.31,322.987,1093.6,82,0
174756,220.967,220.079,1050.6,63,0
174783,17364.1,15011.438,3912,471,0
174817,3477.27,3477.27,536.151515151515,849,0
174844,4525.833,4069.343,1280.31481481481,1611,0
174862,1157.96,1131.721,313.827586206897,472,0
174899,5345.832,4923.016,662.8,920,0
174914,5432.905,5432.905,3205.8,1800,0
175078,2889.536,2889.536,755,412,0
175157,205.376,205.376,297.6,72,0
175236,176.234,170.233,884.6,67,0
175272,2940.713,3098.032,2404.5,181,0
175315,67.562,64.235,1687,47,0
175342,5111.52,5111.52,985.666666666667,273,0
175421,3657.699,3643.013,512.714285714286,512,0
175430,3873.343,3873.343,262.5,264,0
175519,1688.702,1686.802,609.6,135,0
175573,1440.303,1440.303,860.833333333333,149,0
175616,4584.068,4231.275,905.2,544,0
175643,2049.108,2049.108,766.2,236,0
175652,2002.346,2002.346,1210.2,136,0
175786,2328.574,2328.574,2733,381,0
175810,2210.953,2210.953,1331.2,228,0
175829,2387.969,2387.969,1441.6,241,0
175856,5764.504,5764.504,2115.05882352941,477,0
175883,2596.91,2592.982,1450.4,226,0
175935,2739.108,2702.055,765.2,522,0
175980,2727.428,2592.826,381.266666666667,497,0
176008,659.531,659.531,681.2,74,0
176017,57843.292,65934.162,7337.2,572,0
176035,653.938,651.608,363,130,0
176044,4885.472,3327.482,675.4,372,0
176053,8162.083,7487.816,1050.8,557,0
176071,2003.359,2003.269,2460.8,238,0
176080,51017.466,50644.877,8086.6,609,0
176169,1467.079,1467.079,1156.85714285714,90,0
176178,2413.836,2413.836,2108.82352941176,221,0
176239,2136.061,2136.061,1303.5,219,0
176318,1588.986,1654.381,313.684210526316,202,0
176336,114.462,131.516,39,40,0
176354,2101.156,2101.156,674.5,200,0
176372,11970.879,11970.879,3588.6,162,0
176406,1301.532,1299.532,254,154,0
176479,10234.555,10197.15,627.861111111111,979,0
176628,3817.223,3768.559,456.105263157895,395,0
176664,33.67,33.67,141,24,0
176789,179.546,159.566,81.5,50,0
176910,254.991,254.991,105.142857142857,82,0
176947,9197.255,9106.951,522.318181818182,1051,0
176965,6955.393,6955.393,3317.35294117647,927,0
177065,7591.77,7591.77,2202,563,0
177144,9362.943,9362.943,479.8,853,0
177214,11560.061,11560.061,877.129032258065,719,0
177339,4690.082,4682.003,653.235294117647,481,0
177418,2146.544,1996.193,304.117647058824,548,0
177542,3360.342,3359.742,279.857142857143,454,0
177551,1054.254,1054.254,426.666666666667,175,0
177676,531.223,531.223,766,50,0
177940,3547.202,3514.882,762.428571428571,286,0
177968,17187.996,17187.995,2900.02380952381,2142,0
177995,1849.122,1806.539,2842.61538461538,280,0
178059,10134.394,9736.869,923.161290322581,729,0
178217,1536.852,1459.873,778,112,0
178244,20808.898,20797.122,667.25,1298,0
178341,5704.689,5245.071,1647.5,652,0
178369,21799.209,21239.826,814.245283018868,1570,0
178387,4273.438,4089.72,1394,379,0
178396,73225.158,58432.552,10768.2,817,0
178402,23651.496,21530.283,2789.6,734,0
178411,6829.216,6796.661,4584.61111111111,1037,0
178420,7959.464,7954.029,2272.66666666667,360,0
178448,2257.037,2257.037,934.4,81,0
178615,4285.32,4285.32,2012.875,801,0
178624,8093.01,8093.01,2077.6,660,0
178679,266.221,254.705,276.8,107,0
178697,1619.09,1560.458,672.222222222222,210,0
178721,6141.906,6025.887,1931.30434782609,701,0
179043,8507.336,8507.336,632.961538461538,797,0
179159,43930.153,43930.153,2671.6,851,0
179265,3526.176,2985.063,160.032258064516,315,0
179308,1167.31,1139.314,2960.2,199,0
179326,7415.827,7186.263,690.125,790,0
179539,2548.963,2548.963,817.444444444444,199,0
179557,8590.926,8590.926,3182.8,501,0
179566,19326.291,19326.291,6120.6,400,0
179645,1937.622,1937.622,620,72,0
179715,712.131,705.543,248.375,101,0
179867,8092.036,7217.505,3320,1255,0
179894,2371.369,2147.886,1011.41379310345,684,0
179919,320.632,266.72,164,25,0
179946,1335.516,1223.456,429,491,0
179955,8454.608,8295.962,381.2,647,0
179964,8528.339,8497.641,213.2,667,0
180106,6744.85,6744.85,517.2,713,0
180151,1839.563,1820.094,95.9166666666667,148,0
180179,6862.501,6786.536,984,526,0
180258,11012.798,10717.65,217.107142857143,595,0
180328,172.516,172.516,72.5,20,0
180373,1416.142,1385.358,118.416666666667,114,0
180416,2295.47,2285.964,1061.2,133,0
180461,16251.349,16892.792,6642.8,648,0
180489,11498.169,15745.195,3314.6,690,0
180522,1813.051,1696.982,519.2,192,0
180595,8335.198,8335.198,439.8,635,0
180647,184.932,171.581,229.8,56,0
180692,2562.145,2557.51,486.2,304,0
180814,4684.035,4626.37,2200.375,259,0
180902,819.46,819.459,923.166666666667,99,0
180948,3575.504,3575.503,694.583333333333,563,0
180984,8533.993,7514.917,586.230769230769,1190,0
181002,51252.028,51191.952,1758,383,0
181020,8204.14,8134.836,559.6,1160,0
181093,572.859,572.859,133.5,82,0
181127,7969.998,7969.998,525.090909090909,935,0
181215,4638.944,4719.548,1735,863,0
181312,1432.605,1432.605,347.6,153,0
181330,28107.564,25782.511,633.490566037736,1562,0
181376,791.469,771.497,78.5,63,0
181394,10846.739,11060.399,4529,282,0
181446,2538.038,2417.537,685.8,1269,0
181464,71301.341,67008.999,10050,974,0
181491,1991.712,1991.712,1070.5,168,0
181534,1299.348,1280.66,476.2,85,0
181640,749.57,744.925,1897.22222222222,101,0
181738,175.06,167.487,280.75,49,0
181783,3080.934,3080.934,1106.6,394,0
181817,2308.975,2056.969,326.4,209,0
181853,5517.889,5517.889,214.612903225806,761,0
182005,323.023,323.023,4150.75,127,0
182281,42621.669,42621.669,7942.6,423,0
182290,31237.665,23053.191,7130.4,174,0
182458,2183.517,2183.517,234.8,257,0
182500,92.282,81.938,1270,29,0
182634,1820.301,1820.301,289,645,0
182661,346.215,346.215,505,135,0
182670,33657.806,33643.904,2170.4,2021,0
182795,9878.545,9480.656,701.277777777778,1262,0
182980,3403.669,3403.669,723,643,0
183026,12706.124,12706.124,8811.42307692308,542,0
183044,30614.488,30614.488,5579.8,1214,0
183062,3511.071,3411.641,1637.4,740,0
183080,3042.437,2919.717,1937.94736842105,1050,0
183099,251.886,252.487,819.052631578947,275,0
183150,74.34,74.34,274.333333333333,45,0
183211,1409.917,1409.917,221.2,451,0
183239,8307.824,7843.533,759.586206896552,616,0
183655,146.157,146.156,1077.25,82,0
183743,496.092,496.092,3943,313,0
183789,17.785,17.785,920,4,0
183822,5721.56,5721.56,628.4,489,0
183859,421.694,421.694,3099.88888888889,239,0
183877,780.222,780.222,1910.4,151,0
183910,5767.522,5691.695,476.090909090909,385,0
183938,390.871,390.871,2101.375,271,0
183974,1140.357,1128.274,429,318,0
184180,269.163,271.259,2026.8,176,0
184205,369.886,369.886,659.6,188,0
184348,3433.395,3433.395,573.108108108108,715,0
184481,1368.448,1368.448,1833.30769230769,270,0
184603,20732.674,20732.674,961,588,0
184612,3938.729,3938.729,435.444444444444,315,0
184694,1989.176,1902.166,1090.8,586,0
184773,10753.488,10698.845,346.6,837,0
184782,4351.884,4215.586,7191.33333333333,1087,0
184791,616.761,616.761,1801.59259259259,377,0
185129,1798.899,2585.246,2104.8,460,0
185262,3133.538,3133.538,3819,550,0
185509,711.45,711.45,1420.44444444444,240,0
185536,336.232,336.232,2636.47058823529,221,0
185572,31385.774,31385.774,1859.4,1348,0
185590,3611.105,3499.446,5659.17857142857,896,0
185828,18712.996,18549.03,4947.4,920,0
185873,338.415,338.415,2122,249,0
186034,166.787,166.787,1255,66,0
186131,41887.384,41887.384,2697.8,2553,0
186201,3530.625,3481.181,2232.05128205128,867,0
186283,19798.639,19798.639,1516.2,1220,0
186371,1556.441,1556.441,1754.86666666667,522,0
186380,60700.994,60700.993,16918.8,1032,0
186399,3644.031,3609.839,3223.17391304348,672,0
186432,11821.415,11821.415,878.217391304348,648,0
186469,7.289,7.289,230,6,0
186584,45564.132,45564.132,2574.4,464,0
186618,790.667,790.667,160.823529411765,231,0
186645,405.144,405.144,1722.58333333333,170,0
186867,6513.701,6513.701,2289.6,1437,0
186876,3427.975,3318.055,3216,925,0
187134,3265.729,3265.729,2754.8,994,0
187198,715.739,715.739,1977.11111111111,258,0
187444,1551.126,1496.261,3349,262,0
187596,625.053,619.352,406.357142857143,115,0
187648,4379.683,4676.333,1070,667,0
187897,1995.231,1995.231,580.6,87,0
187903,2203.643,2203.643,278.363636363636,188,0
187912,578.032,555.729,332.8,27,0
187985,36898.68,34585.406,6543.14285714286,709,0
188030,17703.087,17703.087,4491.8,205,0
188058,1003.202,1003.194,243.8,181,0
188182,5858.049,5856.295,193,646,0
188261,958.166,837.819,109.6,89,0
188304,2440.807,2369.378,485.2,208,0
188340,267.437,267.437,1109.14285714286,148,0
188429,13206.49,13206.49,1505.6,960,0
188438,323.543,320.099,959.222222222222,207,0
188465,102.3,102.3,307,15,0
188517,391.522,391.522,122,24,0
188526,404.469,421.535,348.736842105263,247,0
188641,3010.21,3010.21,853.386363636364,893,0
189088,3405.232,2919.985,766.720930232558,591,0
189228,1213.682,1213.682,1176.2,190,0
189547,610.597,603.546,1766.65,264,0
189565,969.772,969.772,162,54,0
189574,2393.898,2393.898,106.25,188,0
189583,257.73,257.73,171,14,0
189592,231.469,231.469,68,15,0
189705,16495.548,16482.271,1126.4,869,0
189839,394.106,394.106,613.733333333333,189,0
189848,590.437,590.257,218,341,0
190044,18842.529,16725.9,2127.8,915,0
190053,314.994,290.034,289,156,0
190099,35930.989,35930.99,1294,1333,0
190150,25370.797,25370.797,4045.4,1481,0
190169,184.442,186.827,277.818181818182,52,0
190248,3683.145,3683.145,263.578947368421,279,0
190415,36868.474,36277.785,6980.8,2650,0
190442,323.235,321.039,710.117647058824,217,0
190512,1271.094,1271.094,6003.08695652174,344,0
190521,300.442,300.442,7893.6,185,0
190530,194.818,194.818,2977.4,77,0
190549,817.322,817.322,4550.13793103448,421,0
190558,1657.445,1645.945,4361.03571428571,482,0
190567,1061.781,1060.257,4823.2,589,0
190585,331.583,312.25,1387,89,0
190594,722.999,722.999,4428.8,515,0
190600,859.334,859.333,4317.4,362,0
190619,539.151,533.071,3903.4,509,0
190628,82.676,82.676,4514,14,0
190637,1153.314,1153.326,2396.2,672,0
190646,824.215,824.215,1306.09523809524,446,0
190664,3048.71,2938.574,5443,520,0
190673,289.423,283.527,4369.58333333333,274,0
190691,717.927,701.909,1701.51351351351,517,0
190716,882.565,882.565,351.47619047619,303,0
190725,5104.802,4904.552,481.545454545455,640,0
190761,5042.251,5042.251,455.958333333333,453,0
190840,260.58,260.14,1849.25,121,0
190983,3261.429,3261.429,284.361111111111,665,0
191083,1338.11,1266.955,3626.26315789474,252,0
191126,200.729,200.729,1082,52,0
191199,729.798,729.799,1174.6,414,0
191205,408.705,408.705,404.8,62,0
191241,34596.915,34596.915,3815.4,1055,0
191302,281.787,240.388,568.583333333333,127,0
191339,1121.275,1121.275,816.047619047619,389,0
191515,7934.584,7934.584,917.6,1462,0
191533,4393.508,4393.508,500.766666666667,507,0
191612,586.646,586.646,703.266666666667,490,0
191621,1163.996,1125.592,322.782608695652,357,0
191630,9617.031,9617.03,1066,1067,0
191649,31292.106,31292.106,2829.67741935484,539,0
191676,1581.118,1581.118,368.2,697,0
191719,645.762,645.762,3167.75,371,0
191931,21042.62,21042.621,1438.39130434783,777,0
191968,6702.902,6702.902,2529.41176470588,1391,0
191986,399.921,399.921,870.866666666667,202,0
192022,468.094,468.094,811.210526315789,269,0
192192,2212.602,2205.431,374.064516129032,571,0
192323,11149.247,10850.959,1036.8,951,0
192439,11807.128,11807.128,1140.07692307692,226,0
192448,18364.387,18364.387,1501.30434782609,791,0
192703,24604.56,24604.56,1868.83333333333,1127,0
192749,3415.884,3315.586,604.365853658537,738,0
192819,23996.037,23996.037,2104,1385,0
192925,1360.062,1251.256,398.481481481481,400,0
193016,3799.716,3693.891,1733.8,394,0
193283,722.318,722.318,1606.74193548387,424,0
193292,5268.443,5144.975,782.692307692308,593,0
193308,8773.51,8773.51,1753.90909090909,936,0
193326,2135.775,2074.761,3777.88235294118,321,0
193353,2551.614,2414.498,511.551724137931,761,0
193399,993.494,997.478,482.888888888889,413,0
193478,1132.873,1131.748,5653.77272727273,546,0
193584,5202.233,4426.831,563.833333333333,987,0
193645,195.03,195.03,317.666666666667,75,0
193900,13364.117,13071.986,10695,1465,0
193946,970.01,866.166,1387.53846153846,220,0
193973,13647.531,13647.531,1049.75862068966,433,0
194028,301.592,301.592,290.555555555556,153,0
194091,8949.304,9190.355,2060.13043478261,554,0
194161,4627.334,4627.334,451.722222222222,315,0
194222,1587.386,1502.413,2637.6,580,0
194240,208.452,208.737,1357.625,67,0
194310,6341.233,6247.184,2948.52941176471,378,0
194392,1791.998,1791.998,513.2,676,0
194569,128.972,128.972,78.5714285714286,76,0
194578,800.928,800.928,1023.15384615385,370,0
194824,19324.515,17064.294,4242.2,1681,0
194958,7247.53,6161.454,368.763157894737,959,0
195003,12752.532,12452.629,8298.40816326531,1864,0
195030,4574.175,4574.175,3152.6,1052,0
195058,250.241,250.241,1918.25,108,0
195128,2117.94,1543.536,260.58064516129,420,0
195164,25699.231,25658.208,865.814814814815,651,0
195173,12095.43,12095.43,923,688,0
195216,17024.979,17024.979,1062.98550724638,1765,0
195234,6989.652,6900.008,818.542857142857,633,0
195243,7480.971,7507.862,544,824,0
195304,1134.245,1134.245,364.857142857143,314,0
195322,198.61,211.843,882.125,87,0
195474,26611.974,26611.974,1402.78947368421,817,0
195526,3240.895,3246.383,1038.55172413793,632,0
195544,1115.503,1115.503,655.555555555556,493,0
195562,868.853,868.853,853.352941176471,356,0
195720,5486.483,5208.653,1061,1209,0
195809,60084.034,60084.034,4966.6,415,0
195988,671.985,671.985,386.307692307692,131,0
196006,1779.101,1745.257,2244.72727272727,726,0
196015,2682.633,2496.88,1223.62068965517,596,0
196024,1360.674,1360.674,1327,698,0
196033,1191.364,1191.364,1014.33333333333,521,0
196042,1923.225,1893.192,4204.2,982,0
196051,3635.226,3437.562,1263,540,0
196060,23451.304,20026.402,6192.2,952,0
196079,19747.73,19747.731,6803,1085,0
196088,19752.284,19516.111,10950.8421052632,779,0
196097,30389.573,23086.231,8458.36363636364,1042,0
196103,368.826,364.067,924.2,351,0
196112,2304.164,2286.687,1286.4,512,0
196121,3232.624,3026.412,2779.54545454545,1150,0
196130,3935.725,3870.201,3161.6,761,0
196149,5282.451,5214.893,2700.25641025641,1463,0
196158,2574.452,2574.877,1823.69230769231,688,0
196167,3808.068,3795.341,2092.8,1232,0
196176,3005.073,2917.287,2342.30769230769,470,0
196185,3466.447,3466.447,2275.4,1072,0
196194,5693.097,4982.266,3374,1106,0
196200,2705.523,3322.203,1319.91176470588,741,0
196219,1281.446,1281.446,1558.73529411765,505,0
196237,765.453,745.937,1560.8,295,0
196246,5212.599,4997.946,2066,874,0
196291,896.264,877.625,1371.8,801,0
196413,172356.251,114214.408,6567.8,1265,0
196565,288.361,288.361,815.909090909091,214,0
196699,85.627,100.245,602.666666666667,55,0
196866,10490.154,8828.471,1162.4,1243,0
197027,2881.319,2601.771,775.571428571429,775,0
197045,6353.744,6700.594,1177.82978723404,1573,0
197133,6242.755,5892.464,1006.26530612245,957,0
197142,499.027,488.923,187.454545454545,142,0
197197,14668.478,14434.315,619.448275862069,717,0
197221,31.466,29.965,79,42,0
197230,1399.297,1399.297,167.413793103448,396,0
197294,250.477,250.477,3212.45454545455,98,0
197708,1981.103,1981.103,1390.2,457,0
197869,17098.124,17098.124,7135.2,716,0
197911,8927.056,8867.225,331.805555555556,881,0
197984,10128.716,10128.716,695.46,1349,0
